,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
467,2023-03-11 11:00:00,9.9,4.1,67.0,0.0,0.0,82.0,8.3,0.0,1001.5,0.0,3
468,2023-03-11 12:00:00,10.1,3.4,63.0,0.0,0.0,105.0,9.0,0.0,1001.9,0.0,3
469,2023-03-11 13:00:00,10.7,2.8,58.0,0.0,0.0,101.0,10.4,0.0,1001.9,0.0,3
470,2023-03-11 14:00:00,11.1,2.4,55.0,0.0,0.0,99.0,10.4,0.0,1002.1,0.0,3
471,2023-03-11 15:00:00,10.8,1.9,54.0,0.0,0.0,133.0,14.0,0.0,1002.6,0.0,3
472,2023-03-11 16:00:00,10.6,1.4,53.0,0.0,0.0,119.0,14.0,0.0,1003.2,0.0,2
473,2023-03-11 17:00:00,9.9,1.5,56.0,0.0,0.0,137.0,11.5,0.0,1003.7,0.0,3
474,2023-03-11 18:00:00,7.6,1.7,66.0,0.0,0.0,111.0,10.8,0.0,1005.1,0.0,2
475,2023-03-11 19:00:00,6.4,0.7,67.0,0.0,0.0,76.0,10.1,0.0,1006.9,0.0,2
476,2023-03-11 20:00:00,6.4,2.8,78.0,0.0,0.0,74.0,13.0,0.0,1008.4,0.0,3
477,2023-03-11 21:00:00,6.3,-3.6,49.0,0.0,0.0,81.0,14.4,0.0,1009.6,0.0,3
478,2023-03-11 22:00:00,5.5,-5.5,45.0,0.0,0.0,98.0,15.8,0.0,1010.5,0.0,3
479,2023-03-11 23:00:00,5.1,-6.2,44.0,0.0,0.0,109.0,15.8,0.0,1011.5,0.0,3
480,2023-03-12 00:00:00,4.0,-6.6,46.0,0.0,0.0,109.0,14.8,0.0,1012.6,0.0,3
481,2023-03-12 01:00:00,3.3,-6.7,48.0,0.0,0.0,111.0,13.3,0.0,1013.4,0.0,3
482,2023-03-12 02:00:00,2.4,-6.5,52.0,0.0,0.0,106.0,10.8,0.0,1014.1,0.0,3
483,2023-03-12 03:00:00,0.8,-5.9,61.0,0.0,0.0,91.0,8.6,0.0,1014.6,0.0,3
484,2023-03-12 04:00:00,0.0,-5.4,67.0,0.0,0.0,81.0,7.9,0.0,1015.2,0.0,2
485,2023-03-12 05:00:00,-0.7,-5.5,70.0,0.0,0.0,58.0,7.2,0.0,1015.8,0.0,2
486,2023-03-12 06:00:00,-1.5,-5.7,73.0,0.0,0.0,43.0,7.2,0.0,1016.5,0.0,1
487,2023-03-12 07:00:00,0.3,-4.7,69.0,0.0,0.0,59.0,8.3,0.0,1016.9,0.0,2
488,2023-03-12 08:00:00,2.2,-4.1,63.0,0.0,0.0,55.0,7.2,0.0,1017.8,0.0,2
489,2023-03-12 09:00:00,3.7,-4.3,56.0,0.0,0.0,87.0,10.8,0.0,1018.0,0.0,2
490,2023-03-12 10:00:00,5.0,-3.5,54.0,0.0,0.0,91.0,10.4,0.0,1017.7,0.0,3
491,2023-03-12 11:00:00,6.4,-2.8,52.0,0.0,0.0,65.0,8.6,0.0,1017.6,0.0,3
492,2023-03-12 12:00:00,7.5,-2.5,49.0,0.0,0.0,71.0,9.4,0.0,1017.8,0.0,3
493,2023-03-12 13:00:00,8.5,-2.2,47.0,0.0,0.0,80.0,8.3,0.0,1017.3,0.0,3
494,2023-03-12 14:00:00,9.3,-2.0,45.0,0.0,0.0,96.0,6.8,0.0,1016.4,0.0,3
495,2023-03-12 15:00:00,9.8,-1.6,45.0,0.0,0.0,84.0,5.0,0.0,1016.3,0.0,3
496,2023-03-12 16:00:00,9.7,-1.7,45.0,0.0,0.0,121.0,5.0,0.0,1016.2,0.0,3
497,2023-03-12 17:00:00,9.1,0.3,54.0,0.0,0.0,111.0,5.8,0.0,1016.4,0.0,3
498,2023-03-12 18:00:00,6.1,-0.2,64.0,0.0,0.0,98.0,7.9,0.0,1016.9,0.0,1
499,2023-03-12 19:00:00,4.7,-0.9,67.0,0.0,0.0,111.0,10.4,0.0,1017.6,0.0,1
500,2023-03-12 20:00:00,4.3,-1.3,67.0,0.0,0.0,77.0,7.6,0.0,1018.6,0.0,1
501,2023-03-12 21:00:00,3.4,-1.6,70.0,0.0,0.0,72.0,7.6,0.0,1019.3,0.0,2
502,2023-03-12 22:00:00,3.4,-1.8,69.0,0.0,0.0,102.0,4.7,0.0,1019.5,0.0,1
503,2023-03-12 23:00:00,1.6,-1.8,78.0,0.0,0.0,221.0,4.0,0.0,1019.8,0.0,2
504,2023-03-13 00:00:00,0.7,-1.7,84.0,0.0,0.0,216.0,4.7,0.0,1019.8,0.0,2
505,2023-03-13 01:00:00,0.1,-1.7,88.0,0.0,0.0,204.0,5.4,0.0,1020.1,0.0,3
506,2023-03-13 02:00:00,-0.4,-1.5,92.0,0.0,0.0,216.0,6.5,0.0,1020.0,0.0,3
507,2023-03-13 03:00:00,-0.4,-1.8,90.0,0.0,0.0,211.0,5.8,0.0,1019.6,0.0,3
508,2023-03-13 04:00:00,-0.2,-1.5,91.0,0.0,0.0,232.0,6.5,0.0,1019.6,0.0,3
509,2023-03-13 05:00:00,0.4,-1.8,85.0,0.0,0.0,251.0,6.5,0.0,1019.6,0.0,3
510,2023-03-13 06:00:00,-0.1,-1.7,89.0,0.0,0.0,245.0,6.5,0.0,1019.5,0.0,3
511,2023-03-13 07:00:00,0.4,-1.2,89.0,0.0,0.0,218.0,6.8,0.0,1019.4,0.0,3
512,2023-03-13 08:00:00,3.2,-0.3,78.0,0.0,0.0,225.0,6.1,0.0,1019.2,0.0,3
513,2023-03-13 09:00:00,6.5,1.0,68.0,0.0,0.0,136.0,5.0,0.0,1018.8,0.0,3
514,2023-03-13 10:00:00,9.3,2.2,61.0,0.0,0.0,43.0,8.3,0.0,1018.1,0.0,3
515,2023-03-13 11:00:00,12.9,3.0,51.0,0.0,0.0,260.0,14.8,0.0,1017.0,0.0,2
516,2023-03-13 12:00:00,14.5,3.6,48.0,0.0,0.0,250.0,16.6,0.0,1016.2,0.0,2
517,2023-03-13 13:00:00,15.4,3.8,46.0,0.0,0.0,248.0,20.2,0.0,1015.9,0.0,3
518,2023-03-13 14:00:00,15.4,4.4,48.0,0.0,0.0,252.0,16.9,0.0,1015.0,0.0,3
519,2023-03-13 15:00:00,15.4,4.7,49.0,0.0,0.0,250.0,16.2,0.0,1014.4,0.0,3
520,2023-03-13 16:00:00,14.8,5.6,54.0,0.0,0.0,246.0,17.3,0.0,1013.8,0.0,3
521,2023-03-13 17:00:00,13.6,6.5,62.0,0.0,0.0,259.0,12.2,0.0,1013.4,0.0,3
522,2023-03-13 18:00:00,9.5,4.5,71.0,0.0,0.0,270.0,9.4,0.0,1013.7,0.0,3
523,2023-03-13 19:00:00,7.5,4.3,80.0,0.0,0.0,268.0,8.6,0.0,1014.0,0.0,3
524,2023-03-13 20:00:00,6.5,3.8,83.0,0.0,0.0,272.0,9.7,0.0,1013.6,0.0,3
525,2023-03-13 21:00:00,5.7,3.7,87.0,0.0,0.0,285.0,10.8,0.0,1013.0,0.0,3
526,2023-03-13 22:00:00,6.0,4.2,88.0,0.0,0.0,297.0,10.8,0.0,1012.2,0.0,3
527,2023-03-13 23:00:00,6.5,4.2,85.0,0.0,0.0,297.0,10.1,0.0,1011.5,0.0,3
528,2023-03-14 00:00:00,6.7,4.4,85.0,0.0,0.0,304.0,10.4,0.0,1010.8,0.0,3
529,2023-03-14 01:00:00,6.7,4.5,86.0,0.0,0.0,306.0,10.1,0.0,1009.9,0.0,3
530,2023-03-14 02:00:00,7.3,4.6,83.0,0.0,0.0,324.0,10.8,0.0,1008.8,0.0,3
531,2023-03-14 03:00:00,8.3,4.9,79.0,0.0,0.0,300.0,12.6,0.0,1007.4,0.0,3
532,2023-03-14 04:00:00,7.8,4.7,81.0,0.0,0.0,298.0,14.4,0.0,1007.3,0.0,3
533,2023-03-14 05:00:00,8.5,6.0,84.0,0.0,0.0,262.0,15.5,0.0,1006.8,0.0,3
534,2023-03-14 06:00:00,9.5,6.9,84.0,0.0,0.0,268.0,16.2,0.0,1006.1,0.0,3
535,2023-03-14 07:00:00,9.9,7.3,84.0,0.0,0.0,254.0,15.8,0.0,1005.6,0.0,3
536,2023-03-14 08:00:00,10.4,7.5,82.0,0.0,0.0,257.0,15.1,0.0,1005.4,0.0,3
537,2023-03-14 09:00:00,12.1,7.8,75.0,0.0,0.0,313.0,13.7,0.0,1004.9,0.0,3
538,2023-03-14 10:00:00,12.0,7.7,75.0,0.2,0.0,291.0,13.0,0.0,1004.7,0.0,7
539,2023-03-14 11:00:00,11.9,7.8,76.0,1.0,0.0,265.0,14.0,0.0,1004.4,0.0,9
540,2023-03-14 12:00:00,12.0,8.1,77.0,1.1,0.0,264.0,11.9,0.0,1003.7,0.0,9
541,2023-03-14 13:00:00,11.9,8.4,79.0,0.2,0.0,309.0,9.7,0.0,1002.8,0.0,7
542,2023-03-14 14:00:00,12.4,6.4,67.0,0.2,0.0,226.0,15.5,0.0,1002.7,0.0,7
543,2023-03-14 15:00:00,11.7,7.2,74.0,0.2,0.0,236.0,12.6,0.0,1002.2,0.0,7
544,2023-03-14 16:00:00,11.6,7.7,77.0,0.0,0.0,263.0,10.4,0.0,1001.8,0.0,3
545,2023-03-14 17:00:00,11.0,7.9,81.0,0.0,0.0,290.0,7.6,0.0,1002.0,0.0,3
546,2023-03-14 18:00:00,10.1,7.7,85.0,0.0,0.0,311.0,7.2,0.0,1002.2,0.0,3
547,2023-03-14 19:00:00,9.6,7.7,88.0,0.0,0.0,340.0,7.9,0.0,1002.7,0.0,3
548,2023-03-14 20:00:00,9.0,7.6,91.0,0.0,0.0,305.0,6.8,0.0,1002.9,0.0,3
549,2023-03-14 21:00:00,8.9,7.5,91.0,0.0,0.0,329.0,6.8,0.0,1003.1,0.0,3
550,2023-03-14 22:00:00,8.1,7.5,96.0,1.3,0.0,358.0,5.8,0.0,1003.5,0.0,9
551,2023-03-14 23:00:00,7.7,7.6,99.0,0.9,0.0,83.0,4.3,0.0,1003.5,0.0,8
552,2023-03-15 00:00:00,7.2,6.3,94.0,0.1,0.0,267.0,4.3,0.0,1004.0,0.0,7
553,2023-03-15 01:00:00,6.6,5.5,93.0,0.0,0.0,3.0,5.4,0.0,1004.2,0.0,3
554,2023-03-15 02:00:00,6.5,5.3,92.0,0.0,0.0,85.0,5.4,0.0,1004.8,0.0,3
555,2023-03-15 03:00:00,5.8,4.9,94.0,0.0,0.0,81.0,7.9,0.0,1005.4,0.0,3
556,2023-03-15 04:00:00,5.7,4.0,89.0,0.0,0.0,58.0,7.9,0.0,1006.1,0.0,3
557,2023-03-15 05:00:00,5.8,2.8,81.0,0.0,0.0,81.0,10.8,0.0,1007.0,0.0,3
558,2023-03-15 06:00:00,5.3,3.1,86.0,0.0,0.0,59.0,10.1,0.0,1007.8,0.0,3
559,2023-03-15 07:00:00,5.5,3.0,84.0,0.0,0.0,46.0,7.6,0.0,1008.8,0.0,3
560,2023-03-15 08:00:00,5.7,4.2,90.0,0.2,0.0,309.0,5.0,0.0,1010.0,0.0,7
561,2023-03-15 09:00:00,6.1,4.6,90.0,0.3,0.0,62.0,6.1,0.0,1010.8,0.0,8
562,2023-03-15 10:00:00,6.6,2.7,76.0,0.2,0.0,103.0,10.1,0.0,1011.4,0.0,7
563,2023-03-15 11:00:00,6.8,3.0,77.0,0.0,0.0,109.0,9.7,0.0,1012.1,0.0,3
564,2023-03-15 12:00:00,7.9,2.6,69.0,0.1,0.0,55.0,10.1,0.0,1012.3,0.0,7
565,2023-03-15 13:00:00,9.4,1.8,59.0,0.0,0.0,35.0,8.6,0.0,1012.2,0.0,3
566,2023-03-15 14:00:00,10.2,-0.9,46.0,0.0,0.0,8.0,13.0,0.0,1012.1,0.0,3
567,2023-03-15 15:00:00,10.1,-5.1,34.0,0.0,0.0,11.0,16.2,0.0,1012.4,0.0,3
568,2023-03-15 16:00:00,9.9,-6.5,31.0,0.0,0.0,10.0,14.4,0.0,1012.8,0.0,3
569,2023-03-15 17:00:00,8.9,-5.4,36.0,0.0,0.0,355.0,10.1,0.0,1013.5,0.0,1
570,2023-03-15 18:00:00,5.8,-4.7,47.0,0.0,0.0,335.0,7.2,0.0,1014.3,0.0,1
571,2023-03-15 19:00:00,4.7,-6.5,44.0,0.0,0.0,327.0,8.3,0.0,1015.3,0.0,1
572,2023-03-15 20:00:00,4.3,-8.1,40.0,0.0,0.0,336.0,10.8,0.0,1016.3,0.0,1
573,2023-03-15 21:00:00,1.4,-6.0,58.0,0.0,0.0,301.0,10.1,0.0,1018.1,0.0,1
574,2023-03-15 22:00:00,1.8,-7.0,52.0,0.0,0.0,54.0,5.8,0.0,1018.8,0.0,1
575,2023-03-15 23:00:00,1.3,-7.5,52.0,0.0,0.0,139.0,4.3,0.0,1019.4,0.0,1
576,2023-03-16 00:00:00,0.2,-6.9,59.0,0.0,0.0,129.0,4.7,0.0,1020.1,0.0,1
577,2023-03-16 01:00:00,-0.3,-7.1,60.0,0.0,0.0,112.0,5.0,0.0,1020.3,0.0,3
578,2023-03-16 02:00:00,-0.5,-7.1,61.0,0.0,0.0,152.0,4.7,0.0,1020.8,0.0,3
579,2023-03-16 03:00:00,-0.7,-4.9,73.0,0.0,0.0,149.0,3.6,0.0,1020.9,0.0,3
580,2023-03-16 04:00:00,-0.7,-6.7,64.0,0.0,0.0,163.0,4.0,0.0,1021.0,0.0,3
581,2023-03-16 05:00:00,-1.5,-6.1,71.0,0.0,0.0,203.0,4.0,0.0,1021.8,0.0,3
582,2023-03-16 06:00:00,-1.2,-5.1,75.0,0.0,0.0,225.0,7.2,0.0,1022.4,0.0,3
583,2023-03-16 07:00:00,-1.2,-4.0,81.0,0.0,0.0,130.0,7.9,0.0,1023.0,0.0,2
584,2023-03-16 08:00:00,1.7,-3.0,71.0,0.0,0.0,230.0,3.2,0.0,1023.9,0.0,2
585,2023-03-16 09:00:00,4.4,-3.4,57.0,0.0,0.0,232.0,5.0,0.0,1024.1,0.0,3
586,2023-03-16 10:00:00,6.4,-3.3,50.0,0.0,0.0,214.0,5.0,0.0,1023.9,0.0,2
587,2023-03-16 11:00:00,7.7,-3.5,45.0,0.0,0.0,174.0,6.1,0.0,1023.7,0.0,3
588,2023-03-16 12:00:00,8.6,-3.9,41.0,0.0,0.0,160.0,7.2,0.0,1023.3,0.0,2
589,2023-03-16 13:00:00,9.2,-4.8,37.0,0.0,0.0,155.0,9.7,0.0,1023.1,0.0,2
590,2023-03-16 14:00:00,9.9,-4.9,35.0,0.0,0.0,174.0,9.0,0.0,1022.6,0.0,2
591,2023-03-16 15:00:00,9.8,-5.3,34.0,0.0,0.0,183.0,13.3,0.0,1022.3,0.0,3
592,2023-03-16 16:00:00,9.1,-5.6,35.0,0.0,0.0,167.0,15.1,0.0,1022.3,0.0,2
593,2023-03-16 17:00:00,8.5,-3.7,42.0,0.0,0.0,108.0,7.2,0.0,1022.3,0.0,1
594,2023-03-16 18:00:00,5.7,-4.7,47.0,0.0,0.0,102.0,9.4,0.0,1022.7,0.0,1
595,2023-03-16 19:00:00,3.4,-5.3,53.0,0.0,0.0,131.0,10.1,0.0,1023.6,0.0,1
596,2023-03-16 20:00:00,3.2,-6.2,50.0,0.0,0.0,122.0,7.2,0.0,1024.6,0.0,1
597,2023-03-16 21:00:00,1.9,-6.2,55.0,0.0,0.0,55.0,5.4,0.0,1025.5,0.0,1
598,2023-03-16 22:00:00,0.9,-6.2,59.0,0.0,0.0,62.0,4.0,0.0,1026.0,0.0,1
599,2023-03-16 23:00:00,0.4,-6.7,59.0,0.0,0.0,169.0,3.2,0.0,1026.2,0.0,3
600,2023-03-17 00:00:00,-0.2,-6.8,61.0,0.0,0.0,172.0,3.6,0.0,1026.4,0.0,2
601,2023-03-17 01:00:00,-1.0,-6.8,65.0,0.0,0.0,134.0,4.3,0.0,1026.3,0.0,3
602,2023-03-17 02:00:00,-1.5,-6.8,67.0,0.0,0.0,187.0,3.2,0.0,1026.3,0.0,3
603,2023-03-17 03:00:00,-1.8,-6.7,69.0,0.0,0.0,176.0,4.0,0.0,1025.9,0.0,2
604,2023-03-17 04:00:00,-2.1,-6.8,70.0,0.0,0.0,180.0,2.9,0.0,1025.7,0.0,1
605,2023-03-17 05:00:00,-2.3,-7.0,70.0,0.0,0.0,149.0,4.3,0.0,1025.6,0.0,1
606,2023-03-17 06:00:00,-2.7,-6.9,73.0,0.0,0.0,133.0,4.7,0.0,1025.9,0.0,3
607,2023-03-17 07:00:00,-2.1,-6.1,74.0,0.0,0.0,98.0,4.3,0.0,1025.9,0.0,3
608,2023-03-17 08:00:00,1.0,-4.6,66.0,0.0,0.0,197.0,2.5,0.0,1025.9,0.0,3
609,2023-03-17 09:00:00,4.0,-4.2,55.0,0.0,0.0,24.0,3.6,0.0,1025.8,0.0,3
610,2023-03-17 10:00:00,6.4,-4.4,46.0,0.0,0.0,68.0,4.3,0.0,1025.2,0.0,3
611,2023-03-17 11:00:00,8.4,-4.4,40.0,0.0,0.0,90.0,4.7,0.0,1024.6,0.0,2
612,2023-03-17 12:00:00,9.9,-4.5,36.0,0.0,0.0,116.0,4.7,0.0,1023.5,0.0,3
613,2023-03-17 13:00:00,11.0,-3.1,37.0,0.0,0.0,156.0,4.3,0.0,1022.6,0.0,3
614,2023-03-17 14:00:00,11.7,-2.2,38.0,0.0,0.0,131.0,5.4,0.0,1021.6,0.0,3
615,2023-03-17 15:00:00,12.0,-1.5,39.0,0.0,0.0,114.0,7.2,0.0,1020.8,0.0,2
616,2023-03-17 16:00:00,11.7,-1.5,40.0,0.0,0.0,100.0,8.3,0.0,1020.2,0.0,3
617,2023-03-17 17:00:00,8.8,-1.9,47.0,0.0,0.0,59.0,7.2,0.0,1019.9,0.0,3
618,2023-03-17 18:00:00,6.8,-5.2,42.0,0.0,0.0,74.0,7.6,0.0,1020.2,0.0,3
619,2023-03-17 19:00:00,5.0,-5.4,47.0,0.0,0.0,94.0,7.9,0.0,1020.6,0.0,3
620,2023-03-17 20:00:00,3.3,-5.6,52.0,0.0,0.0,141.0,8.3,0.0,1020.8,0.0,3
621,2023-03-17 21:00:00,0.8,-4.4,68.0,0.0,0.0,179.0,7.9,0.0,1020.9,0.0,3
622,2023-03-17 22:00:00,0.4,-3.0,78.0,0.0,0.0,180.0,7.2,0.0,1020.5,0.0,3
623,2023-03-17 23:00:00,-0.6,-2.8,85.0,0.0,0.0,197.0,7.9,0.0,1020.3,0.0,3
624,2023-03-18 00:00:00,-1.1,-2.8,88.0,0.0,0.0,200.0,7.9,0.0,1020.3,0.0,3
625,2023-03-18 01:00:00,-1.5,-2.9,90.0,0.0,0.0,202.0,7.6,0.0,1020.0,0.0,3
626,2023-03-18 02:00:00,-1.8,-3.1,91.0,0.0,0.0,203.0,7.2,0.0,1019.9,0.0,3
627,2023-03-18 03:00:00,-2.1,-3.2,92.0,0.0,0.0,203.0,7.2,0.0,1019.6,0.0,1
628,2023-03-18 04:00:00,-1.4,-2.5,92.0,0.0,0.0,183.0,9.4,0.0,1018.9,0.0,1
629,2023-03-18 05:00:00,-1.7,-2.8,92.0,0.0,0.0,173.0,8.3,0.0,1018.9,0.0,1
630,2023-03-18 06:00:00,-1.9,-3.0,92.0,0.0,0.0,178.0,7.9,0.0,1019.0,0.0,1
631,2023-03-18 07:00:00,-0.9,-2.0,92.0,0.0,0.0,162.0,8.3,0.0,1019.3,0.0,1
632,2023-03-18 08:00:00,2.7,-0.4,80.0,0.0,0.0,90.0,6.1,0.0,1019.5,0.0,1
633,2023-03-18 09:00:00,6.8,1.3,68.0,0.0,0.0,76.0,5.8,0.0,1019.4,0.0,1
634,2023-03-18 10:00:00,10.0,2.6,60.0,0.0,0.0,142.0,9.7,0.0,1018.7,0.0,2
635,2023-03-18 11:00:00,12.6,1.6,47.0,0.0,0.0,241.0,12.2,0.0,1018.1,0.0,1
636,2023-03-18 12:00:00,14.3,0.5,39.0,0.0,0.0,240.0,13.7,0.0,1017.7,0.0,1
637,2023-03-18 13:00:00,15.1,0.5,37.0,0.0,0.0,238.0,13.7,0.0,1017.0,0.0,1
638,2023-03-18 14:00:00,15.2,0.6,37.0,0.0,0.0,233.0,13.0,0.0,1016.4,0.0,2
639,2023-03-18 15:00:00,14.8,0.6,38.0,0.0,0.0,232.0,13.0,0.0,1016.4,0.0,3
640,2023-03-18 16:00:00,13.9,1.2,42.0,0.0,0.0,230.0,11.2,0.0,1016.3,0.0,3
641,2023-03-18 17:00:00,12.4,2.3,50.0,0.0,0.0,229.0,9.4,0.0,1016.5,0.0,3
642,2023-03-18 18:00:00,9.3,1.2,57.0,0.0,0.0,226.0,8.6,0.0,1017.2,0.0,1
643,2023-03-18 19:00:00,4.8,-0.4,69.0,0.0,0.0,227.0,8.6,0.0,1018.3,0.0,1
644,2023-03-18 20:00:00,2.8,-1.0,76.0,0.0,0.0,230.0,7.6,0.0,1018.7,0.0,1
645,2023-03-18 21:00:00,1.9,-1.4,79.0,0.0,0.0,232.0,8.6,0.0,1019.1,0.0,1
646,2023-03-18 22:00:00,0.9,-1.5,84.0,0.0,0.0,236.0,8.6,0.0,1019.5,0.0,1
647,2023-03-18 23:00:00,-0.3,-1.9,89.0,0.0,0.0,226.0,9.4,0.0,1019.4,0.0,1
648,2023-03-19 00:00:00,-0.3,-2.0,88.0,0.0,0.0,221.0,8.6,0.0,1019.0,0.0,2
649,2023-03-19 01:00:00,-0.7,-2.3,89.0,0.0,0.0,210.0,9.0,0.0,1019.0,0.0,3
650,2023-03-19 02:00:00,-0.8,-2.5,88.0,0.0,0.0,230.0,9.0,0.0,1019.3,0.0,3
651,2023-03-19 03:00:00,-0.5,-2.6,86.0,0.0,0.0,253.0,8.3,0.0,1019.1,0.0,3
652,2023-03-19 04:00:00,-0.8,-2.5,88.0,0.0,0.0,232.0,7.9,0.0,1018.9,0.0,3
653,2023-03-19 05:00:00,-0.2,-3.2,80.0,0.0,0.0,208.0,7.6,0.0,1019.3,0.0,3
654,2023-03-19 06:00:00,0.5,-3.4,75.0,0.0,0.0,208.0,7.2,0.0,1019.1,0.0,3
655,2023-03-19 07:00:00,1.3,-2.6,75.0,0.0,0.0,210.0,7.2,0.0,1019.4,0.0,3
656,2023-03-19 08:00:00,3.7,-0.9,72.0,0.0,0.0,198.0,7.6,0.0,1019.6,0.0,3
657,2023-03-19 09:00:00,7.6,0.8,62.0,0.0,0.0,104.0,7.2,0.0,1019.9,0.0,3
658,2023-03-19 10:00:00,11.2,1.2,50.0,0.0,0.0,184.0,11.9,0.0,1019.2,0.0,3
659,2023-03-19 11:00:00,13.6,1.2,43.0,0.0,0.0,246.0,15.8,0.0,1018.8,0.0,3
660,2023-03-19 12:00:00,14.7,1.9,42.0,0.0,0.0,249.0,16.2,0.0,1018.3,0.0,3
661,2023-03-19 13:00:00,15.3,3.1,44.0,0.0,0.0,246.0,17.3,0.0,1017.8,0.0,3
662,2023-03-19 14:00:00,15.0,3.8,47.0,0.0,0.0,245.0,18.4,0.0,1017.7,0.0,3
663,2023-03-19 15:00:00,14.2,4.5,52.0,0.0,0.0,245.0,15.8,0.0,1017.5,0.0,3
664,2023-03-19 16:00:00,13.8,4.9,55.0,0.0,0.0,237.0,15.5,0.0,1017.1,0.0,3
665,2023-03-19 17:00:00,12.8,5.7,62.0,0.0,0.0,240.0,13.3,0.0,1017.2,0.0,3
666,2023-03-19 18:00:00,11.2,5.5,68.0,0.0,0.0,246.0,12.6,0.0,1017.8,0.0,3
667,2023-03-19 19:00:00,9.7,5.5,75.0,0.0,0.0,252.0,12.2,0.0,1018.6,0.0,3
668,2023-03-19 20:00:00,9.0,5.6,79.0,0.0,0.0,257.0,11.5,0.0,1019.0,0.0,3
669,2023-03-19 21:00:00,8.3,5.6,83.0,0.0,0.0,268.0,10.4,0.0,1019.2,0.0,3
670,2023-03-19 22:00:00,8.2,5.7,84.0,0.0,0.0,271.0,9.4,0.0,1019.4,0.0,3
671,2023-03-19 23:00:00,7.6,5.6,87.0,0.0,0.0,273.0,9.0,0.0,1019.5,0.0,3
